Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,43,0,43,0,11,-1,c,o,r,0.4010174999712035,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_177,stimulus2AFC2_2IFC_2020_Mar_23_1712_178,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,11,-1,w,r,o,0.6177711000200361,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_179,stimulus2AFC2_2IFC_2020_Mar_23_1712_180,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,0,-1,w,r,o,0.5011752999853343,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_181,stimulus2AFC2_2IFC_2020_Mar_23_1712_182,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,0,-1,c,o,r,0.533126899972558,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_183,stimulus2AFC2_2IFC_2020_Mar_23_1712_184,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,0,-1,w,r,o,0.3832573000108823,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_185,stimulus2AFC2_2IFC_2020_Mar_23_1712_186,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,0,-1,c,o,r,0.45092710002791137,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_187,stimulus2AFC2_2IFC_2020_Mar_23_1712_188,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,0,-1,c,o,r,0.4012489999877289,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_189,stimulus2AFC2_2IFC_2020_Mar_23_1712_190,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,0,-1,c,o,r,0.3846796000143513,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_191,stimulus2AFC2_2IFC_2020_Mar_23_1712_192,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,0,-1,c,o,r,0.41850889998022467,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_193,stimulus2AFC2_2IFC_2020_Mar_23_1712_194,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,0,-1,w,r,o,0.3854662000085227,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_195,stimulus2AFC2_2IFC_2020_Mar_23_1712_196,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,0,-1,c,o,r,0.3671036000014283,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_197,stimulus2AFC2_2IFC_2020_Mar_23_1712_198,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,0,-1,w,r,o,0.35230819997377694,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_199,stimulus2AFC2_2IFC_2020_Mar_23_1712_200,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,0,-1,w,r,o,0.2839840999804437,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_201,stimulus2AFC2_2IFC_2020_Mar_23_1712_202,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,0,-1,c,o,r,0.35299140005372465,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_203,stimulus2AFC2_2IFC_2020_Mar_23_1712_204,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,0,-1,w,r,o,0.35084710002411157,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_205,stimulus2AFC2_2IFC_2020_Mar_23_1712_206,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,0,-1,c,o,r,0.4825334000051953,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_207,stimulus2AFC2_2IFC_2020_Mar_23_1712_208,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,0,-1,w,r,o,0.4358926999848336,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_209,stimulus2AFC2_2IFC_2020_Mar_23_1712_210,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,0,-1,c,o,r,0.383647300011944,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_211,stimulus2AFC2_2IFC_2020_Mar_23_1712_212,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,0,-1,c,o,r,0.40088919998379424,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_213,stimulus2AFC2_2IFC_2020_Mar_23_1712_214,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,0,-1,c,o,r,0.3028092000167817,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_215,stimulus2AFC2_2IFC_2020_Mar_23_1712_216,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,0,-1,c,o,r,0.21724560001166537,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_217,stimulus2AFC2_2IFC_2020_Mar_23_1712_218,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,0,-1,c,o,r,0.4496872999588959,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_219,stimulus2AFC2_2IFC_2020_Mar_23_1712_220,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,0,-1,c,o,r,0.11795670003630221,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_221,stimulus2AFC2_2IFC_2020_Mar_23_1712_222,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,0,-1,c,o,r,0.1186578000197187,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_223,stimulus2AFC2_2IFC_2020_Mar_23_1712_224,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,0,-1,c,o,r,0.1337554999627173,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_225,stimulus2AFC2_2IFC_2020_Mar_23_1712_226,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,0,-1,c,o,r,0.18239600001834333,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_227,stimulus2AFC2_2IFC_2020_Mar_23_1712_228,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,0,-1,c,o,r,0.06763659999705851,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_229,stimulus2AFC2_2IFC_2020_Mar_23_1712_230,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,0,-1,w,r,o,0.08421169995563105,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_231,stimulus2AFC2_2IFC_2020_Mar_23_1712_232,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,0,-1,c,o,r,0.23505289998138323,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_233,stimulus2AFC2_2IFC_2020_Mar_23_1712_234,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,0,-1,w,r,o,0.6850919999997132,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_235,stimulus2AFC2_2IFC_2020_Mar_23_1712_236,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,0,-1,w,r,o,0.4015616999822669,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_237,stimulus2AFC2_2IFC_2020_Mar_23_1712_238,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,0,-1,w,r,o,0.6516606999794021,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_239,stimulus2AFC2_2IFC_2020_Mar_23_1712_240,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,0,-1,c,o,r,0.31883589999051765,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_241,stimulus2AFC2_2IFC_2020_Mar_23_1712_242,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,0,-1,c,o,r,0.21756830002414063,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_243,stimulus2AFC2_2IFC_2020_Mar_23_1712_244,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,0,-1,w,r,o,0.26766110002063215,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_245,stimulus2AFC2_2IFC_2020_Mar_23_1712_246,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,0,-1,w,r,o,0.5680833999649622,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_247,stimulus2AFC2_2IFC_2020_Mar_23_1712_248,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,0,-1,c,o,r,0.2511648000217974,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_249,stimulus2AFC2_2IFC_2020_Mar_23_1712_250,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,0,-1,c,o,r,0.23450840002624318,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_251,stimulus2AFC2_2IFC_2020_Mar_23_1712_252,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,0,-1,w,r,o,0.2678743999567814,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_253,stimulus2AFC2_2IFC_2020_Mar_23_1712_254,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,0,-1,c,o,r,0.2684865000192076,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_255,stimulus2AFC2_2IFC_2020_Mar_23_1712_256,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,0,-1,w,r,o,0.2183779000188224,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_257,stimulus2AFC2_2IFC_2020_Mar_23_1712_258,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,0,-1,w,r,o,0.21652300003916025,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_259,stimulus2AFC2_2IFC_2020_Mar_23_1712_260,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,0,-1,w,r,o,0.18783670000266284,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_261,stimulus2AFC2_2IFC_2020_Mar_23_1712_262,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,0,-1,w,r,o,0.5012361999833956,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_263,stimulus2AFC2_2IFC_2020_Mar_23_1712_264,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,0,-1,c,o,r,0.18617470003664494,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_265,stimulus2AFC2_2IFC_2020_Mar_23_1712_266,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,0,-1,c,o,r,0.2016064000199549,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_267,stimulus2AFC2_2IFC_2020_Mar_23_1712_268,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,0,-1,c,o,r,0.23241340002277866,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_269,stimulus2AFC2_2IFC_2020_Mar_23_1712_270,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,2,-1,c,o,r,0.4681687999982387,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_271,stimulus2AFC2_2IFC_2020_Mar_23_1712_272,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,2,-1,w,r,o,0.48467299999902025,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_273,stimulus2AFC2_2IFC_2020_Mar_23_1712_274,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,2,-1,c,o,r,0.35122439998667687,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_275,stimulus2AFC2_2IFC_2020_Mar_23_1712_276,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,2,-1,c,o,r,0.5002535000094213,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_277,stimulus2AFC2_2IFC_2020_Mar_23_1712_278,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,2,-1,c,o,r,0.36797379999188706,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_279,stimulus2AFC2_2IFC_2020_Mar_23_1712_280,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,2,-1,c,o,r,0.2513058000477031,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_281,stimulus2AFC2_2IFC_2020_Mar_23_1712_282,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,2,-1,w,r,o,0.46864839998306707,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_283,stimulus2AFC2_2IFC_2020_Mar_23_1712_284,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,2,-1,c,o,r,0.200373999949079,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_285,stimulus2AFC2_2IFC_2020_Mar_23_1712_286,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,2,-1,c,o,r,0.3513379999785684,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_287,stimulus2AFC2_2IFC_2020_Mar_23_1712_288,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,2,-1,w,r,o,0.3846272000228055,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_289,stimulus2AFC2_2IFC_2020_Mar_23_1712_290,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,2,-1,c,o,r,0.335421200026758,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_291,stimulus2AFC2_2IFC_2020_Mar_23_1712_292,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,2,-1,c,o,r,0.40126240003155544,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_293,stimulus2AFC2_2IFC_2020_Mar_23_1712_294,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,2,-1,c,o,r,0.46766959998058155,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_295,stimulus2AFC2_2IFC_2020_Mar_23_1712_296,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,2,-1,w,r,o,0.3005080000148155,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_297,stimulus2AFC2_2IFC_2020_Mar_23_1712_298,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,2,-1,c,o,r,0.2845033999765292,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_299,stimulus2AFC2_2IFC_2020_Mar_23_1712_300,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,2,-1,c,o,r,0.43589439999777824,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_301,stimulus2AFC2_2IFC_2020_Mar_23_1712_302,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,2,-1,c,o,r,0.4677869000006467,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_303,stimulus2AFC2_2IFC_2020_Mar_23_1712_304,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,2,-1,c,o,r,0.5178437999566086,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_305,stimulus2AFC2_2IFC_2020_Mar_23_1712_306,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,2,-1,c,o,r,0.21708699996815994,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_307,stimulus2AFC2_2IFC_2020_Mar_23_1712_308,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,2,-1,w,r,o,0.21783769998000935,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_309,stimulus2AFC2_2IFC_2020_Mar_23_1712_310,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,2,-1,w,r,o,0.401544600026682,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_311,stimulus2AFC2_2IFC_2020_Mar_23_1712_312,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,2,-1,w,r,o,0.2009906999883242,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_313,stimulus2AFC2_2IFC_2020_Mar_23_1712_314,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,2,-1,c,o,r,0.25083690002793446,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_315,stimulus2AFC2_2IFC_2020_Mar_23_1712_316,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,2,-1,c,o,r,0.3503867000108585,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_317,stimulus2AFC2_2IFC_2020_Mar_23_1712_318,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,2,-1,w,r,o,0.6348341000266373,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_319,stimulus2AFC2_2IFC_2020_Mar_23_1712_320,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,2,-1,c,o,r,0.650466899969615,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_321,stimulus2AFC2_2IFC_2020_Mar_23_1712_322,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,2,-1,c,o,r,0.5357526000007056,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_323,stimulus2AFC2_2IFC_2020_Mar_23_1712_324,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,2,-1,w,r,o,0.3849286999902688,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_325,stimulus2AFC2_2IFC_2020_Mar_23_1712_326,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,2,-1,w,r,o,0.299153900006786,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_327,stimulus2AFC2_2IFC_2020_Mar_23_1712_328,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,2,-1,w,r,o,0.269187800004147,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_329,stimulus2AFC2_2IFC_2020_Mar_23_1712_330,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,2,-1,w,r,o,0.35029440000653267,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_331,stimulus2AFC2_2IFC_2020_Mar_23_1712_332,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,2,-1,c,o,r,0.4513787000323646,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_333,stimulus2AFC2_2IFC_2020_Mar_23_1712_334,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,2,-1,w,r,o,0.5854181000031531,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_335,stimulus2AFC2_2IFC_2020_Mar_23_1712_336,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,2,-1,w,r,o,0.33377460000338033,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_337,stimulus2AFC2_2IFC_2020_Mar_23_1712_338,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,2,-1,c,o,r,0.600441700022202,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_339,stimulus2AFC2_2IFC_2020_Mar_23_1712_340,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,2,-1,c,o,r,0.48505849996581674,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_341,stimulus2AFC2_2IFC_2020_Mar_23_1712_342,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,2,-1,c,o,r,0.45139990001916885,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_343,stimulus2AFC2_2IFC_2020_Mar_23_1712_344,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,2,-1,w,r,o,0.3848359999828972,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_345,stimulus2AFC2_2IFC_2020_Mar_23_1712_346,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,2,-1,c,o,r,0.41811209998559207,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_347,stimulus2AFC2_2IFC_2020_Mar_23_1712_348,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,2,-1,c,o,r,0.5018159999744967,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_349,stimulus2AFC2_2IFC_2020_Mar_23_1712_350,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,2,-1,c,o,r,0.48466649994952604,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_351,stimulus2AFC2_2IFC_2020_Mar_23_1712_352,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,2,-1,c,o,r,0.7324355999589898,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_353,stimulus2AFC2_2IFC_2020_Mar_23_1712_354,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,2,-1,w,r,o,0.5688453000038862,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_355,stimulus2AFC2_2IFC_2020_Mar_23_1712_356,False,1,2AFC2,2020_Mar_23_1712,2IFC,
